Date,Open,Close,High,Low,Volume,Amount,Amplitude,Quote_change,Mount_change,Turnover_rate
2009-10-09,2942.59,3036.56,3036.56,2942.59,24408031,23412309148.00,3.24,4.83,139.87,0.38
2009-10-12,3044.73,3049.50,3070.48,3021.60,26304221,26052121612.00,1.61,0.43,12.94,0.41
2009-10-13,3045.08,3099.92,3099.92,3045.08,25996304,25641221134.00,1.80,1.65,50.42,0.41
2009-10-14,3106.73,3126.67,3151.59,3106.73,36749917,37421303853.00,1.45,0.86,26.75,0.57
2009-10-15,3139.89,3131.61,3156.62,3109.70,30098353,30877163517.00,1.50,0.16,4.94,0.47
2009-10-16,3138.03,3135.63,3146.07,3089.85,28454048,29194570545.00,1.80,0.13,4.02,0.44
2009-10-19,3134.34,3202.11,3202.11,3134.34,36803335,38921590548.00,2.16,2.12,66.48,0.57
2009-10-20,3216.19,3243.30,3243.30,3208.64,45577803,49214464250.00,1.08,1.29,41.19,0.71
2009-10-21,3239.10,3224.99,3256.45,3224.99,42822089,45200852657.00,0.97,-0.56,-18.31,0.67
2009-10-22,3214.96,3229.19,3244.54,3209.82,34439925,36948900273.00,1.08,0.13,4.20,0.54
2009-10-23,3233.34,3273.75,3283.97,3233.34,43614574,46545305528.00,1.57,1.38,44.56,0.68
2009-10-26,3279.87,3284.72,3287.51,3249.67,38869319,41684416638.00,1.16,0.34,10.97,0.61
2009-10-27,3264.49,3204.07,3264.49,3204.07,39556099,42252307676.00,1.84,-2.46,-80.65,0.62
2009-10-28,3192.92,3237.96,3237.96,3175.73,33835247,35410355383.00,1.94,1.06,33.89,0.53
2009-10-29,3189.89,3182.49,3212.43,3174.92,31098168,32997107288.00,1.16,-1.71,-55.47,0.48
2009-10-30,3215.58,3228.32,3256.55,3200.87,35568724,38405792753.00,1.75,1.44,45.83,0.55
2009-11-02,3183.56,3335.23,3335.23,3181.18,44414372,48949493214.00,4.77,3.31,106.91,0.69
2009-11-03,3346.64,3406.21,3406.21,3346.64,54634282,60150299147.00,1.79,2.13,70.98,0.85
2009-11-04,3411.38,3428.06,3434.02,3396.95,51461458,55857348928.00,1.09,0.64,21.85,0.80
2009-11-05,3430.56,3468.01,3473.78,3427.39,49561165,53729514302.00,1.35,1.17,39.95,0.77
2009-11-06,3483.36,3477.26,3502.10,3467.19,54268685,58826512207.00,1.01,0.27,9.25,0.85
2009-11-09,3479.53,3505.69,3505.69,3463.51,47568678,51149330613.00,1.21,0.82,28.43,0.74
2009-11-10,3519.96,3515.04,3535.70,3512.28,46984433,51655255777.00,0.67,0.27,9.35,0.73
2009-11-11,3507.76,3531.91,3535.73,3492.55,41241523,45429390678.00,1.23,0.48,16.87,0.64
2009-11-12,3534.52,3545.55,3572.27,3530.03,44518713,49098442931.00,1.20,0.39,13.64,0.69
2009-11-13,3534.85,3584.61,3584.61,3510.91,44438896,49787546674.00,2.08,1.10,39.06,0.69
2009-11-16,3606.93,3666.13,3666.63,3606.93,59776731,68512265700.00,1.67,2.27,81.52,0.93
2009-11-17,3679.76,3675.97,3679.76,3641.09,50970742,57485554068.00,1.05,0.27,9.84,0.79
2009-11-18,3675.45,3691.40,3692.66,3655.07,51576744,57330442208.00,1.02,0.42,15.43,0.80
2009-11-19,3694.56,3749.28,3749.28,3694.56,58076061,64269647106.00,1.48,1.57,57.88,0.91
2009-11-20,3739.35,3763.94,3785.25,3726.38,58785830,65343374074.00,1.57,0.39,14.66,0.92
2009-11-23,3774.87,3839.30,3839.30,3774.87,58268002,67260239244.00,1.71,2.00,75.36,0.91
2009-11-24,3851.40,3640.59,3854.35,3640.20,77742177,88478309372.00,5.58,-5.18,-198.71,1.21
2009-11-25,3628.15,3769.91,3769.91,3628.15,57264914,64612346987.00,3.89,3.55,129.32,0.89
2009-11-26,3772.86,3613.72,3782.51,3597.24,66315947,75223130073.00,4.91,-4.14,-156.19,1.03
2009-11-27,3564.41,3547.94,3649.76,3523.41,45574094,50813315875.00,3.50,-1.82,-65.78,0.71
2009-11-30,3574.70,3706.39,3706.39,3574.70,42960928,49147245359.00,3.71,4.47,158.45,0.67
2009-12-01,3707.28,3804.37,3804.37,3707.28,52412262,60432537255.00,2.62,2.64,97.98,0.82
2009-12-02,3817.89,3848.98,3854.30,3804.11,57838195,65029735113.00,1.32,1.17,44.61,0.90
2009-12-03,3840.99,3871.15,3871.15,3820.18,53301786,60461961726.00,1.32,0.58,22.17,0.83
2009-12-04,3867.01,3776.48,3893.32,3706.89,61771867,70276749216.00,4.82,-2.45,-94.67,0.96
2009-12-07,3781.56,3829.87,3829.87,3781.15,39695064,45507062209.00,1.29,1.41,53.39,0.62
2009-12-08,3828.96,3815.68,3831.27,3784.49,40756120,46781128752.00,1.22,-0.37,-14.19,0.64
2009-12-09,3779.27,3759.98,3814.97,3740.75,37049073,41589565067.00,1.95,-1.46,-55.70,0.58
2009-12-10,3776.45,3790.80,3804.21,3760.04,29409084,34667075495.00,1.17,0.82,30.82,0.46
2009-12-11,3798.70,3793.88,3818.77,3783.70,29922310,35188858231.00,0.93,0.08,3.08,0.47
2009-12-14,3793.71,3781.83,3793.71,3704.73,30488441,35254532224.00,2.35,-0.32,-12.05,0.48
2009-12-15,3779.32,3797.07,3813.60,3773.57,30208208,36579963654.00,1.06,0.40,15.24,0.47
2009-12-16,3788.29,3792.21,3817.80,3779.41,30376075,35896459431.00,1.01,-0.13,-4.86,0.47
2009-12-17,3791.47,3669.78,3791.47,3669.34,31227316,36412676730.00,3.22,-3.23,-122.43,0.49
2009-12-18,3636.89,3553.08,3636.89,3547.69,27730321,31424919194.00,2.43,-3.18,-116.70,0.43
2009-12-21,3545.84,3593.74,3593.74,3545.84,21211370,24350635617.00,1.35,1.14,40.66,0.33
2009-12-22,3597.09,3504.66,3601.07,3500.60,24279592,27633796077.00,2.80,-2.48,-89.08,0.38
2009-12-23,3499.89,3560.15,3560.15,3499.89,21024502,23952979246.00,1.72,1.58,55.49,0.33
2009-12-24,3563.84,3675.62,3675.62,3563.84,30214132,35174204723.00,3.14,3.24,115.47,0.47
2009-12-25,3671.65,3699.14,3710.01,3665.55,28330773,33118155662.00,1.21,0.64,23.52,0.44
2009-12-28,3706.52,3749.87,3749.87,3706.52,28145739,33166914315.00,1.17,1.37,50.73,0.44
2009-12-29,3753.39,3764.67,3764.67,3717.48,30169899,36071338736.00,1.26,0.39,14.80,0.47
2009-12-30,3762.90,3745.90,3770.34,3717.83,31424262,38406069902.00,1.39,-0.50,-18.77,0.49
2009-12-31,3744.11,3780.01,3780.01,3731.16,30882288,38435097895.00,1.30,0.91,34.11,0.48
