Date,Open,Close,High,Low,Volume,Amount,Amplitude,Quote_change,Mount_change,Turnover_rate
2009-07-01,3446.45,3503.75,3503.75,3444.47,60848601,55239860224.00,1.72,1.49,51.49,0.53
2009-07-02,3516.31,3540.51,3540.64,3500.89,71837652,65457123328.00,1.13,1.05,36.76,0.63
2009-07-03,3519.70,3584.86,3584.86,3507.18,75130463,69740527616.00,2.19,1.25,44.35,0.66
2009-07-06,3593.62,3592.64,3601.91,3557.67,74514065,70797467648.00,1.23,0.22,7.78,0.65
2009-07-07,3588.67,3589.19,3616.17,3563.27,71322379,65799667712.00,1.47,-0.10,-3.45,0.62
2009-07-08,3567.59,3633.43,3640.34,3560.11,60148041,56294035456.00,2.24,1.23,44.24,0.52
2009-07-09,3637.39,3701.79,3701.79,3631.30,75239647,72900657152.00,1.94,1.88,68.36,0.66
2009-07-10,3706.56,3719.97,3747.12,3697.98,77856249,74303348736.00,1.33,0.49,18.18,0.68
2009-07-13,3711.45,3754.34,3782.11,3705.43,75672516,73043443712.00,2.06,0.92,34.37,0.66
2009-07-14,3762.32,3813.88,3813.88,3762.32,74369594,71842668544.00,1.37,1.59,59.54,0.65
2009-07-15,3824.33,3848.63,3850.96,3820.24,84360835,82599124992.00,0.81,0.91,34.75,0.74
2009-07-16,3860.68,3829.21,3873.33,3821.24,84348618,84405706752.00,1.35,-0.50,-19.42,0.74
2009-07-17,3827.25,3852.86,3862.29,3809.50,76085168,76006662144.00,1.38,0.62,23.65,0.66
2009-07-20,3863.47,3919.43,3919.45,3855.77,90161039,92728442880.00,1.65,1.73,66.57,0.79
2009-07-21,3922.11,3824.29,3922.57,3814.92,89371035,90115334144.00,2.75,-2.43,-95.14,0.78
2009-07-22,3817.86,3894.56,3894.69,3817.86,77173835,79176384512.00,2.01,1.84,70.27,0.67
2009-07-23,3900.01,3933.11,3933.11,3892.65,76614399,77959610368.00,1.04,0.99,38.55,0.67
2009-07-24,3945.24,3907.97,3952.32,3831.40,82625756,84419756032.00,3.07,-0.64,-25.14,0.72
2009-07-27,3918.27,3972.64,3972.67,3914.32,79283866,84329127936.00,1.49,1.65,64.67,0.69
2009-07-28,3974.01,4022.91,4023.01,3936.21,88281336,92018597888.00,2.18,1.27,50.27,0.77
2009-07-29,4013.03,3764.64,4019.20,3678.89,94637684,94818131968.00,8.46,-6.42,-258.27,0.83
2009-07-30,3773.15,3803.12,3830.35,3670.91,69836967,69297627136.00,4.24,1.02,38.48,0.61
2009-07-31,3826.19,3928.58,3933.37,3816.47,75259167,76812845056.00,3.07,3.30,125.46,0.66
2009-08-03,3944.70,4020.27,4020.63,3928.93,85107280,87743315968.00,2.33,2.33,91.69,0.74
2009-08-04,4024.68,4069.35,4071.13,3975.51,93650297,98052186112.00,2.38,1.22,49.08,0.82
2009-08-05,4065.43,4069.34,4099.53,3993.11,88793349,94016659456.00,2.62,0.00,-0.01,0.77
2009-08-06,4040.22,4015.42,4093.70,3946.59,78729672,84495679488.00,3.62,-1.33,-53.92,0.69
2009-08-07,4008.23,3893.13,4036.20,3875.76,66695008,71025082368.00,4.00,-3.05,-122.29,0.58
2009-08-10,3935.04,3933.05,3970.18,3857.50,53810692,57236082688.00,2.89,1.03,39.92,0.47
2009-08-11,3946.15,3953.29,3964.42,3900.06,44640435,47678939136.00,1.64,0.51,20.24,0.39
2009-08-12,3944.34,3770.14,3944.34,3762.24,53833018,55199682560.00,4.61,-4.63,-183.15,0.47
2009-08-13,3772.67,3778.14,3800.53,3705.37,42709925,43660013568.00,2.52,0.21,8.00,0.37
2009-08-14,3780.39,3609.70,3789.75,3609.66,50726464,50461646848.00,4.77,-4.46,-168.44,0.44
2009-08-17,3558.32,3358.10,3571.82,3356.20,48213667,45055758336.00,5.97,-6.97,-251.60,0.42
2009-08-18,3326.87,3424.77,3436.48,3310.90,38126226,34735017984.00,3.74,1.99,66.67,0.33
2009-08-19,3427.10,3247.53,3436.95,3215.55,43905918,39910162432.00,6.46,-5.18,-177.24,0.38
2009-08-20,3247.21,3374.35,3378.81,3239.82,42960837,39189782528.00,4.28,3.91,126.82,0.37
2009-08-21,3366.46,3468.04,3469.07,3344.31,51580488,48523628544.00,3.70,2.78,93.69,0.45
2009-08-24,3472.49,3541.80,3556.71,3449.22,54607549,53333729280.00,3.10,2.13,73.76,0.48
2009-08-25,3523.81,3485.92,3523.81,3384.45,59825452,57938440192.00,3.93,-1.58,-55.88,0.52
2009-08-26,3466.22,3595.11,3622.67,3444.82,59667702,58697216000.00,5.10,3.13,109.19,0.52
2009-08-27,3585.37,3629.51,3662.47,3557.77,65426057,62666473472.00,2.91,0.96,34.40,0.57
2009-08-28,3615.07,3531.41,3627.37,3512.43,48276206,45945184256.00,3.17,-2.70,-98.10,0.42
2009-08-31,3477.12,3278.00,3477.12,3276.11,47314228,43255410688.00,5.69,-7.18,-253.41,0.41
2009-09-01,3242.93,3245.27,3319.72,3207.27,37392876,33234622464.00,3.43,-1.00,-32.73,0.33
2009-09-02,3229.02,3265.07,3279.10,3195.85,31058498,26998810624.00,2.57,0.61,19.80,0.27
2009-09-03,3266.18,3427.44,3437.16,3262.97,47946513,43515604992.00,5.33,4.97,162.37,0.42
2009-09-04,3422.95,3489.06,3509.28,3408.08,53833605,50781323264.00,2.95,1.80,61.62,0.47
2009-09-07,3503.00,3527.25,3564.65,3487.49,58320117,56322211840.00,2.21,1.09,38.19,0.51
2009-09-08,3505.44,3592.81,3592.81,3473.18,55785166,55980453888.00,3.39,1.86,65.56,0.49
2009-09-09,3598.01,3613.41,3616.25,3556.31,55879161,56137109504.00,1.67,0.57,20.60,0.49
2009-09-10,3598.27,3581.68,3624.76,3558.62,49193023,48294076416.00,1.83,-0.88,-31.73,0.43
2009-09-11,3567.62,3641.82,3659.44,3565.87,53522287,52031225856.00,2.61,1.68,60.14,0.47
2009-09-14,3653.47,3736.58,3744.83,3652.58,69996412,69266898944.00,2.53,2.60,94.76,0.61
2009-09-15,3742.45,3775.21,3791.84,3718.88,71362909,70906101760.00,1.95,1.03,38.63,0.62
2009-09-16,3764.57,3781.06,3808.90,3706.30,72237439,71506329600.00,2.72,0.15,5.85,0.63
2009-09-17,3785.25,3868.67,3881.85,3785.25,77663275,76549292032.00,2.55,2.32,87.61,0.68
2009-09-18,3879.10,3739.73,3892.17,3707.02,80515878,79292555264.00,4.79,-3.33,-128.94,0.70
2009-09-21,3704.17,3804.33,3805.04,3637.50,61094420,61331333120.00,4.48,1.73,64.60,0.53
2009-09-22,3793.79,3708.20,3834.73,3708.20,57192977,59072442368.00,3.33,-2.53,-96.13,0.50
