Date,Open,Close,High,Low,Volume,Amount,Amplitude,Quote_change,Mount_change,Turnover_rate
2009-07-01,3446.43,3564.81,3565.00,3446.43,65807320,93122576384.00,3.42,2.91,100.95,0.00
2009-07-02,3577.15,3622.11,3625.37,3577.15,74513733,105436618752.00,1.35,1.61,57.30,0.00
2009-07-03,3588.32,3685.60,3685.60,3588.32,67224358,96376012800.00,2.69,1.75,63.49,0.00
2009-07-06,3691.89,3747.26,3751.23,3691.89,90133668,120921841664.00,1.61,1.67,61.66,0.00
2009-07-07,3738.74,3678.61,3749.72,3667.15,80926612,104682602496.00,2.20,-1.83,-68.65,0.00
2009-07-08,3634.92,3693.76,3703.83,3580.79,74098753,100383219712.00,3.34,0.41,15.15,0.00
2009-07-09,3684.97,3730.00,3730.00,3665.18,67846638,92321136640.00,1.75,0.98,36.24,0.00
2009-07-10,3730.28,3719.84,3751.37,3702.30,63584139,87960076288.00,1.32,-0.27,-10.16,0.00
2009-07-13,3692.94,3640.42,3694.31,3640.42,59663238,80198860800.00,1.45,-2.14,-79.42,0.00
2009-07-14,3687.03,3756.92,3756.92,3687.03,63679840,87092322304.00,1.92,3.20,116.50,0.00
2009-07-15,3771.82,3811.27,3811.27,3771.82,84981867,116934279168.00,1.05,1.45,54.35,0.00
2009-07-16,3841.78,3844.06,3891.59,3828.85,85195852,122603462656.00,1.65,0.86,32.79,0.00
2009-07-17,3842.26,3873.70,3876.39,3834.52,68743561,98644221952.00,1.09,0.77,29.64,0.00
2009-07-20,3888.32,3956.81,3962.32,3866.16,86983773,126059069440.00,2.48,2.15,83.11,0.00
2009-07-21,3970.09,3908.67,3984.36,3907.77,80954124,121307611136.00,1.94,-1.22,-48.14,0.00
2009-07-22,3897.23,3991.36,3991.46,3897.23,74325625,114442485760.00,2.41,2.12,82.69,0.00
2009-07-23,3997.45,4041.25,4044.54,3981.31,71436678,104005181440.00,1.58,1.25,49.89,0.00
2009-07-24,4066.28,4074.65,4084.92,3981.92,78476792,120501739520.00,2.55,0.83,33.40,0.00
