Date,Open,Close,High,Low,Volume,Amount,Amplitude,Quote_change,Mount_change,Turnover_rate
2009-07-03,4395.66,4443.05,4467.89,4384.52,10820737,11719223296.00,0.00,0.00,0.00,0.00
2009-07-06,4446.92,4435.52,4452.72,4389.31,8909413,10325176320.00,1.43,-0.17,-7.53,0.00
2009-07-07,4429.97,4476.95,4523.88,4418.31,9282584,11292401664.00,2.38,0.93,41.43,0.00
2009-07-08,4443.02,4494.12,4506.67,4427.63,7695839,8993610752.00,1.77,0.38,17.17,0.00
2009-07-09,4498.50,4606.12,4606.12,4498.50,11102870,11569693696.00,2.39,2.49,112.00,0.00
2009-07-10,4613.41,4647.15,4675.06,4612.20,10953084,11249042432.00,1.36,0.89,41.03,0.00
2009-07-13,4684.20,4726.38,4743.66,4684.20,10952534,11642217472.00,1.28,1.70,79.23,0.00
2009-07-14,4782.58,4815.50,4815.55,4751.52,12764707,14864990208.00,1.35,1.89,89.12,0.00
2009-07-15,4819.49,4793.46,4822.51,4764.29,11300467,12857919488.00,1.21,-0.46,-22.04,0.00
2009-07-16,4810.80,4765.28,4821.99,4743.54,11261850,13180866560.00,1.64,-0.59,-28.18,0.00
2009-07-17,4755.55,4757.14,4784.37,4716.53,9304261,10531892224.00,1.42,-0.17,-8.14,0.00
2009-07-20,4763.55,4805.80,4806.32,4750.75,10671758,12403685376.00,1.17,1.02,48.66,0.00
2009-07-21,4813.54,4747.85,4846.07,4736.95,10837163,13280135168.00,2.27,-1.21,-57.95,0.00
2009-07-22,4745.85,4800.35,4800.35,4744.52,8943118,10613072896.00,1.18,1.11,52.50,0.00
2009-07-23,4807.44,4852.47,4853.72,4779.82,9764472,11564641280.00,1.54,1.09,52.12,0.00
2009-07-24,4858.46,4791.92,4867.31,4729.78,9220392,11541917696.00,2.83,-1.25,-60.55,0.00
2009-07-27,4790.62,4877.00,4877.25,4790.62,9493091,12785459200.00,1.81,1.78,85.08,0.00
2009-07-28,4879.99,4954.38,4977.79,4869.50,13539671,16310163456.00,2.22,1.59,77.38,0.00
2009-07-29,4944.70,4711.68,4964.82,4580.85,13802803,16278518784.00,7.75,-4.90,-242.70,0.00
2009-07-30,4742.34,4741.64,4794.88,4609.72,9058223,10641553408.00,3.93,0.64,29.96,0.00
2009-07-31,4772.28,4844.62,4844.67,4749.74,8814420,10442754048.00,2.00,2.17,102.98,0.00
2009-08-03,4890.81,5003.48,5005.86,4890.81,11016926,14395088896.00,2.37,3.28,158.86,0.00
2009-08-04,5015.98,5104.21,5105.50,4922.97,17190649,19330252800.00,3.65,2.01,100.73,0.00
2009-08-05,5120.73,5184.85,5218.11,5099.13,17098490,22083610624.00,2.33,1.58,80.64,0.00
2009-08-06,5138.96,5088.63,5166.03,5020.63,11073774,13786414080.00,2.80,-1.86,-96.22,0.00
2009-08-07,5090.18,4935.44,5141.19,4905.66,8507768,11344568320.00,4.63,-3.01,-153.19,0.00
2009-08-10,4991.51,4953.58,5028.20,4873.04,7337870,9726698496.00,3.14,0.37,18.14,0.00
2009-08-11,4966.60,5032.45,5057.59,4930.72,6719271,8932771840.00,2.56,1.59,78.87,0.00
2009-08-12,5021.29,4839.36,5065.59,4817.29,7737849,9759894528.00,4.93,-3.84,-193.09,0.00
2009-08-13,4832.27,4801.93,4865.50,4749.60,5984652,7383763968.00,2.39,-0.77,-37.43,0.00
2009-08-14,4803.15,4572.48,4803.33,4570.80,6877962,8286240256.00,4.84,-4.78,-229.45,0.00
2009-08-17,4518.21,4307.80,4551.35,4296.02,6552591,7771721728.00,5.58,-5.79,-264.68,0.00
2009-08-18,4280.45,4383.31,4394.48,4270.98,4908693,5966483968.00,2.87,1.75,75.51,0.00
2009-08-19,4392.37,4254.46,4441.77,4220.38,6144614,7295002624.00,5.05,-2.94,-128.85,0.00
2009-08-20,4252.70,4395.56,4396.47,4250.11,5442339,6496323072.00,3.44,3.32,141.10,0.00
2009-08-21,4398.50,4518.74,4520.49,4375.04,6989336,7816996352.00,3.31,2.80,123.18,0.00
2009-08-24,4531.41,4589.42,4606.42,4489.19,7125419,7901319168.00,2.59,1.56,70.68,0.00
2009-08-25,4587.36,4513.86,4587.36,4392.56,8325733,8658638848.00,4.24,-1.65,-75.56,0.00
2009-08-26,4483.97,4659.37,4684.09,4466.72,8515499,9374666752.00,4.82,3.22,145.51,0.00
2009-08-27,4649.41,4744.83,4768.46,4630.01,9657465,10523285504.00,2.97,1.83,85.46,0.00
2009-08-28,4734.30,4672.49,4757.69,4667.54,8575402,9537087488.00,1.90,-1.52,-72.34,0.00
2009-08-31,4612.65,4415.19,4612.65,4408.14,8158603,9574491136.00,4.38,-5.51,-257.30,0.00
2009-09-01,4382.96,4382.90,4464.07,4334.71,5727808,6476389376.00,2.93,-0.73,-32.29,0.00
2009-09-02,4347.07,4377.42,4384.73,4301.35,4297031,4718143488.00,1.90,-0.13,-5.48,0.00
2009-09-03,4370.74,4547.84,4550.13,4370.74,5739665,6590424576.00,4.10,3.89,170.42,0.00
2009-09-04,4533.25,4645.33,4672.02,4507.12,8400270,9237204992.00,3.63,2.14,97.49,0.00
2009-09-07,4667.23,4791.38,4849.93,4667.23,9786673,12209043456.00,3.93,3.14,146.05,0.00
2009-09-08,4768.60,4851.99,4875.00,4732.55,8872472,11679283200.00,2.97,1.26,60.61,0.00
2009-09-09,4845.31,4797.32,4886.23,4722.96,10218669,14453352448.00,3.37,-1.13,-54.67,0.00
2009-09-10,4759.91,4753.72,4782.36,4694.10,7842723,10069621760.00,1.84,-0.91,-43.60,0.00
2009-09-11,4737.45,4811.50,4828.78,4735.09,8471632,10090032128.00,1.97,1.22,57.78,0.00
2009-09-14,4834.77,4938.94,4946.99,4829.47,12038263,14488511488.00,2.44,2.65,127.44,0.00
2009-09-15,4941.13,4940.52,4960.93,4880.93,10242308,12390323200.00,1.62,0.03,1.58,0.00
2009-09-16,4930.10,4896.64,4933.30,4826.69,9284644,11399779328.00,2.16,-0.89,-43.88,0.00
