Date,Open,Close,High,Low,Volume,Amount,Amplitude,Quote_change,Mount_change,Turnover_rate
2009-07-03,2834.31,2888.65,2889.33,2824.74,81236962,93702494391.00,0.00,0.00,0.00,0.00
2009-07-06,2893.40,2905.14,2908.64,2873.82,91196720,102050533661.00,1.21,0.57,16.49,0.00
2009-07-07,2900.18,2892.01,2919.58,2873.27,85176657,91403480261.00,1.59,-0.45,-13.13,0.00
2009-07-08,2872.59,2930.11,2935.54,2864.97,70824401,79933787014.00,2.44,1.32,38.10,0.00
2009-07-09,2930.81,2980.35,2980.58,2926.51,88274868,97978321163.00,1.85,1.71,50.24,0.00
2009-07-10,2984.17,2996.42,3017.43,2977.89,85178634,96099423424.00,1.33,0.54,16.07,0.00
2009-07-13,2986.95,3002.51,3026.26,2980.37,81553582,93356334563.00,1.53,0.20,6.09,0.00
2009-07-14,3010.57,3059.08,3059.32,3010.57,81016080,91926464049.00,1.62,1.88,56.57,0.00
2009-07-15,3069.02,3100.12,3104.90,3066.64,103942253,119038554570.00,1.25,1.34,41.04,0.00
2009-07-16,3113.28,3077.98,3119.69,3069.59,95898763,113903066146.00,1.62,-0.71,-22.14,0.00
2009-07-17,3073.89,3104.20,3107.78,3067.45,82778454,98312985513.00,1.31,0.85,26.22,0.00
2009-07-20,3115.51,3174.19,3174.47,3111.76,105318500,128685541239.00,2.02,2.25,69.99,0.00
2009-07-21,3182.91,3111.48,3184.72,3103.08,101622607,123349387409.00,2.57,-1.98,-62.71,0.00
2009-07-22,3102.87,3167.80,3168.37,3102.87,85502713,107094565123.00,2.11,1.81,56.32,0.00
2009-07-23,3173.26,3194.80,3195.52,3162.09,82288875,100832625385.00,1.06,0.85,27.00,0.00
2009-07-24,3207.86,3186.87,3216.34,3120.33,93356587,114902641864.00,3.01,-0.25,-7.93,0.00
2009-07-27,3194.64,3248.68,3248.81,3184.99,96896615,125616844238.00,2.00,1.94,61.81,0.00
2009-07-28,3249.39,3280.66,3281.20,3217.94,108972847,134877260243.00,1.95,0.98,31.98,0.00
2009-07-29,3269.35,3075.58,3269.35,2998.54,116667245,134424175992.00,8.25,-6.25,-205.08,0.00
2009-07-30,3084.78,3104.62,3127.59,2998.97,81444926,97970579718.00,4.18,0.94,29.04,0.00
2009-07-31,3129.80,3203.77,3207.85,3119.47,89903513,109748757254.00,2.85,3.19,99.15,0.00
2009-08-03,3219.08,3275.53,3276.90,3199.55,104002954,126668684846.00,2.41,2.24,71.76,0.00
2009-08-04,3285.30,3314.88,3315.59,3236.50,111099622,138191792719.00,2.41,1.20,39.35,0.00
2009-08-05,3310.69,3303.78,3329.66,3244.25,100394823,125795510658.00,2.58,-0.33,-11.10,0.00
2009-08-06,3277.08,3249.36,3313.52,3197.23,91513993,116851266976.00,3.52,-1.65,-54.42,0.00
2009-08-07,3243.99,3152.34,3269.02,3136.86,78630852,99334795827.00,4.07,-2.99,-97.02,0.00
2009-08-10,3184.41,3172.91,3209.08,3110.85,62535740,80989601990.00,3.12,0.65,20.57,0.00
2009-08-11,3183.46,3184.72,3193.58,3138.90,51368706,65786407048.00,1.72,0.37,11.81,0.00
2009-08-12,3177.29,3042.42,3177.29,3035.41,64495566,80631678717.00,4.46,-4.47,-142.30,0.00
2009-08-13,3044.72,3061.77,3072.05,2990.18,53846122,69351588636.00,2.69,0.64,19.35,0.00
2009-08-14,3067.63,2948.50,3075.95,2947.80,61026199,76083625290.00,4.19,-3.70,-113.27,0.00
2009-08-17,2899.43,2746.32,2917.64,2743.86,58521550,67158959061.00,5.89,-6.86,-202.18,0.00
2009-08-18,2717.82,2796.57,2807.65,2701.53,49285570,54390559120.00,3.86,1.83,50.25,0.00
2009-08-19,2797.76,2648.53,2803.32,2621.17,54081886,59816756161.00,6.51,-5.29,-148.04,0.00
2009-08-20,2651.45,2754.10,2757.05,2651.28,51669781,59234150263.00,3.99,3.99,105.57,0.00
2009-08-21,2749.62,2825.29,2827.17,2728.27,61414345,69652859135.00,3.59,2.58,71.19,0.00
2009-08-24,2833.99,2878.47,2890.75,2807.88,63018521,75054434492.00,2.93,1.88,53.18,0.00
2009-08-25,2861.04,2818.26,2861.04,2734.54,71517031,82039416790.00,4.39,-2.09,-60.21,0.00
